1160,5.266e-04,14.03
1165,5.114e-04,14.05
1170,4.966e-04,14.07
1175,4.869e-04,13.24
1180,4.684e-04,14.11
1185,4.549e-04,14.13
1190,4.417e-04,14.15
1195,4.290e-04,14.18
1200,4.159e-04,13.93
1205,4.042e-04,14.18
1210,3.933e-04,14.22
1215,3.827e-04,14.25
1220,3.724e-04,14.28
1225,3.625e-04,15.50
1230,3.526e-04,14.35
1235,3.432e-04,14.38
1240,3.339e-04,14.41
1245,3.249e-04,14.44
1250,3.170e-04,14.67
1255,3.076e-04,14.51
1260,2.993e-04,14.54
1265,2.913e-04,14.57
1270,2.834e-04,14.60
1275,2.765e-04,15.56
1280,2.684e-04,14.67
1285,2.611e-04,14.70
1290,2.541e-04,14.73
1295,2.472e-04,14.77
1300,2.407e-04,14.10
1305,2.340e-04,14.83
1310,2.277e-04,14.86
1315,2.216e-04,14.89
1320,2.156e-04,14.93
1325,2.100e-04,13.73
1330,2.041e-04,14.99
1335,1.986e-04,15.02
1340,1.932e-04,15.05
1345,1.880e-04,15.09
1350,1.856e-04,16.69
1355,1.780e-04,15.15
1360,1.732e-04,15.18
1365,1.685e-04,15.21
1370,1.639e-04,15.25
1375,1.613e-04,14.32
1380,1.552e-04,15.31
1385,1.510e-04,15.34
1390,1.469e-04,15.37
1395,1.429e-04,15.41
1400,1.311e-04,14.41
1405,1.353e-04,15.47
1410,1.316e-04,15.50
1415,1.281e-04,15.53
1420,1.246e-04,15.56
1425,1.210e-04,15.21
1430,1.179e-04,15.63
1435,1.147e-04,15.66
1440,1.116e-04,15.69
1445,1.086e-04,15.72
1450,1.109e-04,15.65
1455,1.028e-04,15.79
1460,1.000e-04,15.82
1465,9.730e-05,15.85
1470,9.466e-05,15.88
1475,9.069e-05,16.92
1480,8.960e-05,15.94
1485,8.717e-05,15.97
1490,8.481e-05,16.01
1495,8.250e-05,16.04
1500,8.132e-05,17.23
